nickname,region,tier,lp,wins,top4,champ_1,games_champ_1,champ_2,games_champ_2,champ_3,games_champ_3,champ_4,games_champ_4,champ_5,games_champ_5
롤체6재밌다며#KR1,kr,,686 LP,5,12,제이스,10.0,일라오이,9.0,엘리스,7.0,빅토르,6.0,멜,6.0
llllIIllllll#9496,kr,,686 LP,1,10,엘리스,10.0,럼블,8.0,일라오이,7.0,가렌,6.0,조이,6.0
프렐요드 신 재근#KR1,kr,,684 LP,3,10,렐,8.0,일라오이,8.0,이렐리아,7.0,아무무,6.0,블라디미르,6.0
두리번두리번주섬주섬냠냠꿀꺽#CN1,kr,,684 LP,2,10,엘리스,7.0,가렌,7.0,럼블,6.0,바이,6.0,블라디미르,6.0
Plumper#KR1,kr,,683 LP,3,9,럼블,10.0,일라오이,10.0,코르키,9.0,에코,7.0,이즈리얼,7.0
휴먼비활성화#KR1,kr,,682 LP,2,12,엘리스,10.0,가렌,7.0,실코,6.0,에코,6.0,렐,6.0
이속마3#KR1,kr,,682 LP,3,14,엘리스,10.0,로리스,8.0,가렌,7.0,갱플랭크,6.0,럼블,6.0
CaffeineHolic#mocha,kr,,681 LP,2,8,트리스타나,10.0,엘리스,10.0,우르곳,7.0,렐,6.0,누누와 윌럼프,6.0
쪼애옹#KR1,kr,,680 LP,2,13,엘리스,12.0,렐,7.0,일라오이,7.0,트리스타나,6.0,코르키,6.0
God Of Top#KR1,kr,,680 LP,4,11,일라오이,9.0,암베사,8.0,엘리스,8.0,스웨인,7.0,럼블,7.0
마스터찍게해줘#KR1,kr,,680 LP,6,8,일라오이,10.0,렐,7.0,엘리스,7.0,이렐리아,7.0,하이머딩거,7.0
설윤아#TFT,kr,,680 LP,6,16,엘리스,8.0,일라오이,7.0,코르키,7.0,누누와 윌럼프,7.0,아칼리,6.0
화공남작#8425,kr,,679 LP,2,8,엘리스,13.0,에코,9.0,갱플랭크,9.0,누누와 윌럼프,8.0,문도 박사,8.0
총 귤 쇠#6758,kr,,678 LP,7,14,일라오이,9.0,빅토르,8.0,렐,8.0,럼블,8.0,제이스,7.0
AKMU LUV#KR1,kr,,678 LP,2,12,에코,10.0,럼블,9.0,코르키,9.0,일라오이,8.0,렐,6.0
멋토식3사절#노치노순,kr,,678 LP,4,8,갱플랭크,9.0,스웨인,8.0,바이,7.0,에코,7.0,파우더,7.0
지현님#KR1,kr,,677 LP,1,10,누누와 윌럼프,12.0,가렌,8.0,엘리스,8.0,모르가나,7.0,레나타 글라스크,6.0
코끼리닷쥐#KR1,kr,,677 LP,4,14,럼블,8.0,일라오이,8.0,엘리스,6.0,렐,6.0,암베사,6.0
햄 미#공 주,kr,,677 LP,2,10,럼블,11.0,코르키,11.0,갱플랭크,11.0,엘리스,9.0,파우더,8.0
칠토빅#BIG,kr,,677 LP,3,10,엘리스,9.0,제이스,8.0,누누와 윌럼프,8.0,문도 박사,8.0,트위치,8.0
white#0119,kr,,676 LP,2,13,럼블,11.0,일라오이,9.0,렐,8.0,하이머딩거,7.0,우르곳,7.0
조그레#치지직,kr,,676 LP,1,12,엘리스,11.0,가렌,9.0,바이,7.0,에코,7.0,케이틀린,6.0
후후후후후후후후후후후후후후후#KR1,kr,,675 LP,1,9,렐,9.0,나미,9.0,벡스,7.0,레나타 글라스크,7.0,하이머딩거,7.0
MIKAMO#KR1,kr,,675 LP,4,12,갱플랭크,11.0,코르키,10.0,바이,8.0,럼블,7.0,스웨인,7.0
대 깨#111,kr,,674 LP,3,11,엘리스,10.0,문도 박사,7.0,스웨인,7.0,우르곳,7.0,자이라,7.0
퍼블은내가한다#KR1,kr,,674 LP,4,13,에코,13.0,럼블,11.0,파우더,10.0,로리스,9.0,갱플랭크,9.0
ShrimpVicious#KR1,kr,,674 LP,2,7,엘리스,10.0,제이스,9.0,암베사,8.0,문도 박사,8.0,렐,8.0
태평동불주먹#KR 1,kr,,674 LP,1,12,엘리스,9.0,누누와 윌럼프,8.0,에코,6.0,렐,6.0,나미,6.0
팀원유죄#KR1,kr,,671 LP,5,13,엘리스,11.0,스웨인,10.0,갱플랭크,9.0,제이스,9.0,럼블,8.0
1006 Hanni Pham#KR1,kr,,671 LP,2,13,엘리스,10.0,럼블,8.0,갱플랭크,8.0,일라오이,7.0,누누와 윌럼프,7.0
버블티먹어야지#KR1,kr,,671 LP,3,12,엘리스,9.0,일라오이,7.0,문도 박사,7.0,멜,6.0,레나타 글라스크,6.0
뽀보뽕#KR2,kr,,671 LP,1,10,에코,8.0,이즈리얼,7.0,럼블,7.0,카밀,6.0,엘리스,6.0
bopp#사랑해,kr,,671 LP,4,10,럼블,9.0,에코,8.0,바이,7.0,암베사,7.0,엘리스,7.0
미드 질리언 원챔#KR1,kr,,670 LP,4,6,에코,9.0,파우더,8.0,엘리스,7.0,코르키,7.0,럼블,6.0
기멈무#KR1,kr,,670 LP,4,11,일라오이,8.0,엘리스,7.0,트리스타나,6.0,가렌,6.0,바이,6.0
멀록공격대장#KR1,kr,,669 LP,5,14,일라오이,9.0,엘리스,8.0,이렐리아,6.0,렐,6.0,세비카,6.0
TFT Winter#KR1,kr,,669 LP,2,10,제이스,7.0,바이,7.0,엘리스,7.0,우르곳,6.0,트위치,6.0
무뭉무뭉#KR1,kr,,669 LP,1,12,렐,8.0,레오나,8.0,블리츠크랭크,7.0,일라오이,7.0,이즈리얼,7.0
파란을 일으켜#WAVE,kr,,669 LP,3,10,엘리스,8.0,레나타 글라스크,7.0,모르가나,7.0,렐,7.0,누누와 윌럼프,7.0
헤이디#KR1,kr,,668 LP,5,15,일라오이,11.0,이렐리아,10.0,렐,9.0,럼블,8.0,엘리스,8.0
초피치#KR1,kr,,668 LP,5,9,엘리스,10.0,누누와 윌럼프,10.0,빅토르,7.0,스텝,7.0,자이라,6.0
Nerdys#KR1,kr,,668 LP,1,8,일라오이,12.0,이렐리아,10.0,이즈리얼,10.0,바이,8.0,하이머딩거,8.0
이기려고게임한다#123,kr,,668 LP,0,11,엘리스,14.0,문도 박사,10.0,누누와 윌럼프,7.0,트위치,7.0,세트,6.0
잘했다구리#KR2,kr,,667 LP,2,8,일라오이,12.0,제이스,9.0,이렐리아,9.0,이즈리얼,9.0,에코,8.0
친추 주세요2#KR1,kr,,667 LP,5,12,엘리스,9.0,갱플랭크,8.0,바이,8.0,일라오이,6.0,렐,6.0
Iraine#KR1,kr,,666 LP,3,10,엘리스,12.0,럼블,7.0,누누와 윌럼프,7.0,파우더,7.0,에코,7.0
kind#KR1,kr,,666 LP,2,10,엘리스,12.0,갱플랭크,10.0,럼블,8.0,제이스,8.0,우르곳,7.0
대가리깨져도케일#0000,kr,,666 LP,5,13,엘리스,14.0,문도 박사,8.0,자이라,7.0,르블랑,7.0,블라디미르,6.0
1타법사#KR1,kr,,666 LP,3,13,엘리스,12.0,문도 박사,8.0,바이,8.0,누누와 윌럼프,7.0,자이라,6.0
십상탑치#KR1,kr,,665 LP,3,12,엘리스,12.0,케이틀린,9.0,럼블,8.0,로리스,8.0,바이,7.0
강섹규#KR1,kr,,665 LP,3,14,엘리스,11.0,자이라,7.0,일라오이,7.0,이즈리얼,7.0,럼블,6.0
기마폰#KR1,kr,,665 LP,5,15,엘리스,10.0,가렌,8.0,빅토르,7.0,블라디미르,7.0,자이라,7.0
냥뇽녕냥귀엽다#KR1,kr,,664 LP,3,12,엘리스,7.0,블라디미르,6.0,카밀,6.0,가렌,6.0,에코,6.0
뱀이3마리#TripS,kr,,664 LP,2,7,엘리스,8.0,럼블,8.0,일라오이,7.0,코르키,7.0,가렌,7.0
반갑쨔나#히라311,kr,,663 LP,4,13,엘리스,11.0,럼블,10.0,에코,6.0,제이스,6.0,럭스,6.0
진하니#KR1,kr,,663 LP,1,11,엘리스,11.0,누누와 윌럼프,10.0,문도 박사,8.0,자이라,7.0,우르곳,7.0
졸 귀르탱스 3세#KR1,kr,,663 LP,4,13,에코,9.0,가렌,8.0,럼블,7.0,징크스,7.0,파우더,6.0
김경환#1996,kr,,663 LP,0,10,가렌,8.0,트위스티드 페이트,7.0,암베사,7.0,매디,6.0,케이틀린,6.0
Dylan3877#KR1,kr,,662 LP,8,17,엘리스,9.0,모데카이저,7.0,누누와 윌럼프,7.0,일라오이,7.0,암베사,6.0
고양이#4914,kr,,662 LP,2,13,바이,11.0,에코,9.0,카밀,8.0,파우더,8.0,엘리스,6.0
AnTaras#KR1,kr,,661 LP,2,9,일라오이,13.0,럼블,10.0,에코,10.0,이렐리아,9.0,징크스,8.0
건초지배자누렁소#KR1,kr,,661 LP,3,11,럼블,11.0,바이,11.0,에코,9.0,엘리스,9.0,갱플랭크,7.0
진심폭포정규#KR1,kr,,661 LP,2,11,일라오이,6.0,트리스타나,5.0,엘리스,5.0,럼블,5.0,제리,5.0
Plumper#KR1,kr,,661 LP,3,9,럼블,10.0,일라오이,10.0,코르키,9.0,에코,7.0,이즈리얼,7.0
빛강선#1655,kr,,661 LP,2,5,제이스,9.0,일라오이,7.0,이렐리아,6.0,바이,5.0,우르곳,5.0
다음판올인#KR1,kr,,661 LP,2,10,바이,9.0,엘리스,8.0,우르곳,8.0,이즈리얼,8.0,코르키,7.0
열정킹#KR1,kr,,659 LP,3,11,엘리스,8.0,우르곳,7.0,가렌,7.0,에코,7.0,케이틀린,6.0
화공남작#8425,kr,,659 LP,2,9,엘리스,13.0,에코,9.0,갱플랭크,9.0,누누와 윌럼프,8.0,문도 박사,8.0
신 월#KR2,kr,,659 LP,2,15,럼블,10.0,엘리스,10.0,제이스,7.0,바이,7.0,이즈리얼,6.0
Immortality Yone#KR1,kr,,659 LP,2,10,엘리스,12.0,코르키,12.0,트리스타나,11.0,갱플랭크,11.0,에코,10.0
민세로이#KR1,kr,,658 LP,4,12,엘리스,15.0,바이,11.0,갱플랭크,9.0,우르곳,7.0,파우더,7.0
swindle#사기꾼,kr,,658 LP,1,9,가렌,8.0,엘리스,7.0,블라디미르,7.0,스웨인,7.0,자이라,7.0
Idle soojin #KR1,kr,,658 LP,5,12,렐,15.0,일라오이,14.0,레오나,12.0,럼블,10.0,이즈리얼,10.0
우사짝우삼홀#KR1,kr,,657 LP,5,11,엘리스,12.0,럼블,11.0,에코,10.0,바이,7.0,일라오이,7.0
치맥삼쏘#KR1,kr,,656 LP,3,12,바이,10.0,카밀,10.0,로리스,10.0,가렌,9.0,럼블,8.0
용삿님#YongE,kr,,656 LP,2,11,엘리스,13.0,갱플랭크,8.0,럼블,8.0,바이,8.0,코르키,7.0
부처님이할렐루야#KR1,kr,,655 LP,3,8,엘리스,11.0,럼블,6.0,일라오이,6.0,에코,6.0,파우더,6.0
채팅은게임이기고#KR1,kr,,655 LP,3,9,렐,10.0,럼블,8.0,바이,8.0,로리스,7.0,매디,7.0
롤체는운이전부#KR1,kr,,654 LP,3,8,누누와 윌럼프,9.0,바이,8.0,엘리스,7.0,갱플랭크,7.0,트리스타나,7.0
그럼 놀아볼까#KR1,kr,,653 LP,2,9,럼블,8.0,엘리스,8.0,누누와 윌럼프,7.0,에코,6.0,신지드,6.0
Good bye#kanna,kr,,653 LP,6,14,이렐리아,10.0,일라오이,10.0,레오나,8.0,럼블,8.0,렐,8.0
푸딩노을#KR1,kr,,653 LP,5,13,엘리스,13.0,나미,7.0,자이라,6.0,조이,6.0,일라오이,6.0
KY20180528#KR1,kr,,652 LP,6,11,렐,11.0,이렐리아,10.0,레오나,10.0,이즈리얼,10.0,하이머딩거,10.0
Iotion#KR1,kr,,652 LP,6,12,엘리스,12.0,트리스타나,10.0,암베사,8.0,르블랑,8.0,럼블,7.0
요나쓰#KR1,kr,,652 LP,1,11,엘리스,12.0,블라디미르,8.0,문도 박사,7.0,누누와 윌럼프,7.0,우르곳,6.0
좌파정복자국회타격대윤석열#KR2,kr,,652 LP,3,10,엘리스,11.0,갱플랭크,9.0,제이스,8.0,바이,8.0,럼블,6.0
설빙봉#KR1,kr,,652 LP,6,11,엘리스,12.0,로리스,12.0,럼블,11.0,갱플랭크,11.0,바이,10.0
SPYAIR#TFT,kr,,651 LP,5,10,렐,8.0,갱플랭크,8.0,엘리스,7.0,바이,7.0,누누와 윌럼프,6.0
켠준짱#2032,kr,,651 LP,5,11,엘리스,9.0,빅토르,7.0,일라오이,7.0,이렐리아,7.0,렐,7.0
haanu#0812,kr,,651 LP,3,9,엘리스,9.0,럼블,7.0,가렌,7.0,블라디미르,6.0,파우더,6.0
TFT moment#KR 1,kr,,650 LP,4,14,일라오이,16.0,럼블,12.0,렐,12.0,이렐리아,12.0,로리스,10.0
갱생사과#KR1,kr,,649 LP,6,11,바이,10.0,암베사,8.0,이렐리아,7.0,일라오이,7.0,럼블,7.0
Le Corbusier#GOAT,kr,,649 LP,1,11,엘리스,10.0,제이스,7.0,누누와 윌럼프,7.0,문도 박사,7.0,트위치,6.0
선강타#000,kr,,649 LP,3,11,가렌,9.0,스카,7.0,에코,7.0,바이,6.0,카밀,6.0
volador#1234,kr,,649 LP,2,6,바이,10.0,엘리스,8.0,스웨인,7.0,럼블,7.0,갱플랭크,7.0
이화상#123,kr,,649 LP,3,11,에코,8.0,누누와 윌럼프,7.0,엘리스,7.0,가렌,7.0,스카,6.0
샛별꿀렁이#KR2,kr,,648 LP,2,14,일라오이,8.0,에코,7.0,럼블,7.0,로리스,7.0,이렐리아,6.0
카 선#TFT,kr,,648 LP,2,6,럼블,8.0,엘리스,8.0,일라오이,7.0,렐,7.0,에코,6.0
ggaming#KR1,kr,,648 LP,2,9,렐,9.0,레오나,8.0,일라오이,7.0,엘리스,6.0,럼블,6.0
Surrender#HST1,kr,,648 LP,2,10,암베사,9.0,엘리스,8.0,문도 박사,7.0,누누와 윌럼프,6.0,트리스타나,5.0
구용이구용#9090,kr,,648 LP,4,12,가렌,11.0,엘리스,10.0,에코,6.0,스웨인,6.0,암베사,6.0
새해목표 금연#쉽지않음,kr,,648 LP,1,13,에코,13.0,럼블,11.0,엘리스,9.0,갱플랭크,8.0,일라오이,7.0
용 추#KR3,kr,,648 LP,5,14,엘리스,12.0,가렌,9.0,블라디미르,7.0,갱플랭크,6.0,럼블,6.0
조이스티#KR1,kr,,646 LP,6,11,럼블,10.0,일라오이,7.0,우르곳,6.0,갱플랭크,6.0,엘리스,6.0
색은검#KR1,kr,,646 LP,5,14,가렌,9.0,엘리스,7.0,스카,6.0,케이틀린,6.0,일라오이,5.0
탑에 괴수가 산다#KR1,kr,,645 LP,4,11,럼블,11.0,로리스,10.0,카밀,8.0,일라오이,8.0,암베사,8.0
레 볼#KR1,kr,,645 LP,2,12,럼블,11.0,일라오이,9.0,제이스,8.0,갱플랭크,8.0,렐,7.0
지원 정#KR1,kr,,645 LP,3,11,엘리스,8.0,스웨인,8.0,카밀,8.0,모데카이저,7.0,제이스,7.0
구기현#9999,kr,,645 LP,3,13,엘리스,13.0,갱플랭크,8.0,코르키,8.0,이즈리얼,8.0,문도 박사,7.0
니들보다못함#leeee,kr,,645 LP,4,12,럼블,10.0,엘리스,9.0,일라오이,9.0,이즈리얼,8.0,이렐리아,7.0
AKMU LUV#KR1,kr,,644 LP,2,12,에코,10.0,럼블,9.0,코르키,9.0,일라오이,8.0,렐,6.0
귤 임#귤 임,kr,,644 LP,3,10,렐,8.0,일라오이,8.0,이렐리아,7.0,로리스,7.0,에코,7.0
선행하는삶#KR11,kr,,642 LP,3,14,엘리스,8.0,자이라,8.0,문도 박사,7.0,우르곳,7.0,누누와 윌럼프,7.0
수의예과#KR1,kr,,642 LP,3,10,엘리스,8.0,일라오이,8.0,바이,6.0,암베사,6.0,로리스,6.0
청춘식당의개#KR1,kr,,642 LP,3,9,이렐리아,13.0,렐,10.0,일라오이,9.0,레오나,8.0,신지드,7.0
2118483del#KR1,kr,,642 LP,6,12,엘리스,11.0,블라디미르,9.0,조이,8.0,스웨인,8.0,나미,8.0
율 귀#KR1,kr,,641 LP,5,13,누누와 윌럼프,8.0,문도 박사,7.0,갱플랭크,7.0,엘리스,7.0,렐,7.0
바밤바론#TFT,kr,,641 LP,2,12,엘리스,8.0,이렐리아,7.0,일라오이,7.0,이즈리얼,7.0,스웨인,6.0
조선의위인#KR1,kr,,640 LP,5,13,엘리스,11.0,럼블,8.0,에코,8.0,조이,7.0,이즈리얼,7.0
두루미#미루두,kr,,640 LP,3,10,갱플랭크,9.0,암베사,9.0,바이,8.0,럼블,8.0,트위스티드 페이트,8.0
no life king#nium,kr,,639 LP,8,11,엘리스,10.0,에코,8.0,갱플랭크,8.0,파우더,7.0,코르키,6.0
November Song#KR1,kr,,638 LP,3,12,럼블,10.0,일라오이,8.0,에코,7.0,이렐리아,6.0,엘리스,6.0
투명한 너의 눈빛#KR2,kr,,638 LP,3,9,럼블,9.0,갱플랭크,9.0,엘리스,9.0,세비카,7.0,파우더,6.0
드루와#5111,kr,,637 LP,4,13,엘리스,9.0,가렌,6.0,에코,6.0,워윅,5.0,빅토르,5.0
승이네#KR1,kr,,636 LP,2,11,에코,11.0,카밀,8.0,스미치,8.0,파우더,8.0,가렌,8.0
푸키먼#0000,kr,,635 LP,6,13,일라오이,8.0,럼블,8.0,가렌,7.0,코르키,6.0,렐,6.0
힘이잔뜩빠진풍선#KR1,kr,,635 LP,4,11,엘리스,11.0,에코,11.0,갱플랭크,8.0,코르키,8.0,바이,8.0
상따 장인#KR1,kr,,635 LP,3,12,엘리스,11.0,제이스,8.0,럼블,8.0,이즈리얼,8.0,문도 박사,7.0
핵잼 마술사#KR1,kr,,634 LP,7,15,럼블,11.0,제이스,9.0,엘리스,9.0,빅토르,8.0,렐,7.0
발냄새지독해#KR1,kr,,634 LP,2,11,엘리스,12.0,우르곳,9.0,갱플랭크,9.0,자이라,8.0,누누와 윌럼프,8.0
라마트라#KR1,kr,,633 LP,4,11,엘리스,10.0,갱플랭크,7.0,럼블,6.0,바이,5.0,빅토르,5.0
포근포근#포근해,kr,,633 LP,2,11,가렌,8.0,엘리스,8.0,바이,8.0,블라디미르,7.0,암베사,7.0
레넥톤갱호응잘함#KR1,kr,,633 LP,3,14,문도 박사,15.0,엘리스,12.0,트위치,12.0,우르곳,10.0,누누와 윌럼프,10.0
삭풍의혼#KR1,kr,,633 LP,4,12,럼블,10.0,렐,8.0,암베사,8.0,엘리스,8.0,바이,7.0
코로소아로#KR1,kr,,633 LP,2,14,럼블,12.0,코르키,9.0,우르곳,8.0,엘리스,7.0,에코,7.0
그녀의엉덩이구멍#KR11,kr,,633 LP,4,12,엘리스,8.0,제이스,7.0,누누와 윌럼프,5.0,자이라,5.0,스웨인,5.0
지금당장떠나면아무도다치지않는다#0302,kr,,632 LP,2,7,렐,9.0,럼블,8.0,일라오이,6.0,바이,5.0,케이틀린,5.0
PoAtan#Rock,kr,,632 LP,1,9,코르키,7.0,에코,7.0,파우더,7.0,럼블,6.0,엘리스,6.0
Hananya#KR1,kr,,632 LP,3,11,엘리스,9.0,코르키,7.0,갱플랭크,7.0,스웨인,6.0,자이라,6.0
감자칩#KR11,kr,,632 LP,2,13,이렐리아,10.0,일라오이,10.0,레오나,10.0,럼블,9.0,렐,8.0
surfwon#KR1,kr,,632 LP,4,12,엘리스,9.0,바이,8.0,누누와 윌럼프,8.0,갱플랭크,8.0,우르곳,6.0
별이 빈 소원#KR1,kr,,632 LP,7,12,일라오이,8.0,이렐리아,7.0,렐,7.0,엘리스,6.0,누누와 윌럼프,6.0
hahad12#KR1,kr,,631 LP,3,12,럼블,9.0,일라오이,8.0,엘리스,7.0,에코,6.0,이렐리아,6.0
고아사슴밤비#KR1,kr,,631 LP,6,13,바이,9.0,엘리스,8.0,가렌,6.0,갱플랭크,6.0,에코,6.0
수상한 인물#KR1,kr,,630 LP,5,10,엘리스,11.0,트리스타나,11.0,암베사,10.0,스웨인,9.0,블라디미르,9.0
이름값#KR1,kr,,630 LP,3,10,가렌,9.0,바이,9.0,스카,7.0,암베사,7.0,케이틀린,7.0
pathf#111,kr,,630 LP,2,13,엘리스,8.0,문도 박사,7.0,누누와 윌럼프,7.0,이렐리아,6.0,이즈리얼,6.0
옥수수 징징이#1030,kr,,630 LP,2,11,자이라,10.0,엘리스,9.0,누누와 윌럼프,8.0,케이틀린,8.0,블라디미르,7.0
LOSE#KR1,kr,,629 LP,2,16,엘리스,13.0,문도 박사,9.0,제이스,9.0,누누와 윌럼프,8.0,바이,8.0
깨비시치#KR1,kr,,629 LP,2,9,엘리스,8.0,바이,8.0,갱플랭크,7.0,럼블,7.0,우르곳,6.0
INTP#고양이,kr,,629 LP,5,14,암베사,9.0,에코,8.0,엘리스,8.0,일라오이,7.0,가렌,7.0
KKMDplz#7607,kr,,628 LP,4,14,엘리스,16.0,스웨인,11.0,암베사,10.0,모데카이저,8.0,제이스,7.0
정점의 실력#KR1,kr,,628 LP,1,10,엘리스,9.0,바이,7.0,에코,7.0,문도 박사,5.0,스웨인,5.0
현대인과기독교#KR1,kr,,628 LP,1,12,스카,6.0,에코,6.0,렐,6.0,밴더,6.0,트위스티드 페이트,6.0
Aalc#KR1,kr,,628 LP,3,13,렐,10.0,신지드,9.0,일라오이,8.0,럼블,8.0,엘리스,8.0
회사폰체용계정3#KR1,kr,,628 LP,4,13,제이스,8.0,녹턴,7.0,렐,6.0,트위스티드 페이트,6.0,엘리스,6.0
물 관#KR1,kr,,627 LP,6,14,럼블,9.0,에코,8.0,케이틀린,7.0,세비카,6.0,카밀,6.0
아우유#KR1,kr,,627 LP,4,9,럼블,9.0,로리스,8.0,일라오이,8.0,암베사,8.0,렐,7.0
김민제#KR03,kr,,627 LP,4,10,엘리스,9.0,에코,8.0,럼블,7.0,파우더,6.0,누누와 윌럼프,6.0
MethodMan#6736,kr,,627 LP,0,7,엘리스,9.0,스웨인,8.0,에코,6.0,바이,6.0,가렌,6.0
SoopTv Oni#Wang,kr,,626 LP,3,10,일라오이,9.0,엘리스,7.0,가렌,6.0,이렐리아,5.0,암베사,5.0
해남 장성민#KR1,kr,,626 LP,3,10,갱플랭크,9.0,럼블,9.0,일라오이,8.0,엘리스,8.0,바이,8.0
sig#7899,kr,,626 LP,1,12,럼블,8.0,엘리스,8.0,제이스,8.0,워윅,7.0,누누와 윌럼프,7.0
MachineGunhearts#KR1,kr,,625 LP,5,11,엘리스,14.0,누누와 윌럼프,10.0,바이,9.0,트위치,8.0,자이라,8.0
다이애나 카서스#KR1,kr,,625 LP,2,11,에코,9.0,바이,8.0,스카,8.0,파우더,7.0,렐,7.0
Viper#바센세,kr,,625 LP,3,18,바이,10.0,럼블,10.0,엘리스,8.0,매디,7.0,로리스,7.0
파바바바바바바박#KR1,kr,,625 LP,2,12,엘리스,11.0,암베사,7.0,블라디미르,7.0,럼블,7.0,스웨인,6.0
한츠가아니라핸츠#KR1,kr,,625 LP,6,14,럼블,8.0,엘리스,8.0,문도 박사,7.0,갱플랭크,7.0,일라오이,6.0
내일은 없어#1120,kr,,625 LP,1,13,에코,9.0,파우더,9.0,엘리스,9.0,갱플랭크,7.0,코르키,7.0
ace#KR565,kr,,624 LP,2,14,엘리스,9.0,럼블,8.0,누누와 윌럼프,7.0,제이스,6.0,에코,6.0
오짬가져와#KR1,kr,,624 LP,5,9,엘리스,8.0,럼블,7.0,렐,6.0,일라오이,6.0,제이스,6.0
코끼리를 삼킨 고토현#일본인아님,kr,,624 LP,3,11,엘리스,12.0,럼블,9.0,갱플랭크,7.0,스웨인,7.0,에코,6.0
그거 볼펜 아닌데#KR1,kr,,624 LP,4,15,엘리스,12.0,갱플랭크,10.0,에코,9.0,럼블,9.0,파우더,8.0
개못하니깐#KR1,kr,,624 LP,3,17,엘리스,8.0,일라오이,8.0,에코,7.0,누누와 윌럼프,7.0,갱플랭크,6.0
에네리#KR1,kr,,623 LP,3,9,에코,10.0,코르키,9.0,럼블,9.0,엘리스,9.0,파우더,8.0
Sequel#kite,kr,,623 LP,3,10,엘리스,9.0,일라오이,7.0,암베사,6.0,럼블,6.0,갱플랭크,6.0
소년쩜프#KR1,kr,,623 LP,2,9,럼블,8.0,바이,8.0,엘리스,7.0,누누와 윌럼프,7.0,렐,7.0
토이펠#3259,kr,,622 LP,2,15,엘리스,13.0,갱플랭크,9.0,럼블,8.0,스웨인,7.0,코르키,7.0
나는 욱씅#KR1,kr,,622 LP,4,10,엘리스,11.0,빅토르,8.0,럼블,7.0,로리스,7.0,암베사,7.0
히 벨#444,kr,,622 LP,0,10,문도 박사,8.0,누누와 윌럼프,7.0,엘리스,6.0,케이틀린,6.0,빅토르,6.0
ApocalypseDreams#kevin,kr,,622 LP,5,15,일라오이,9.0,이즈리얼,8.0,엘리스,8.0,렐,7.0,암베사,6.0
먹 었#KR1,kr,,621 LP,3,14,에코,11.0,갱플랭크,11.0,럼블,9.0,트리스타나,8.0,엘리스,8.0
힝구링#1218,kr,,621 LP,4,11,에코,12.0,이즈리얼,9.0,일라오이,9.0,징크스,9.0,럼블,8.0
CYOFMT#5695,kr,,621 LP,4,13,엘리스,13.0,누누와 윌럼프,9.0,갱플랭크,9.0,우르곳,8.0,자이라,6.0
종나약한라주보리#1234,kr,,621 LP,0,9,엘리스,10.0,스웨인,9.0,일라오이,6.0,조이,6.0,렐,6.0
Rhwy#1207,kr,,621 LP,1,12,일라오이,13.0,렐,9.0,엘리스,9.0,럼블,8.0,이렐리아,8.0
Cook#777,kr,,620 LP,3,14,럼블,16.0,일라오이,10.0,이렐리아,9.0,에코,8.0,조이,7.0
IIIIIIIIIIIIIIII#YMG6,kr,,620 LP,5,16,렐,8.0,엘리스,8.0,럼블,7.0,암베사,7.0,일라오이,6.0
mdsmmrmdnss#KR1,kr,,620 LP,1,14,럼블,12.0,일라오이,10.0,에코,8.0,이렐리아,8.0,로리스,7.0
모홍이#KR1,kr,,620 LP,4,13,엘리스,11.0,블라디미르,8.0,르블랑,6.0,가렌,6.0,스웨인,6.0
구울발사대#독가스살포,kr,,620 LP,3,12,렐,13.0,하이머딩거,12.0,일라오이,12.0,이즈리얼,12.0,레오나,11.0
병만그릴스#KR1,kr,,619 LP,6,9,바이,12.0,엘리스,12.0,에코,11.0,갱플랭크,10.0,럼블,9.0
삭 그냥 씨#KR1,kr,,619 LP,2,9,에코,10.0,파우더,8.0,엘리스,8.0,럼블,6.0,갱플랭크,6.0
Box Controller#KR1,kr,,619 LP,7,13,엘리스,11.0,갱플랭크,8.0,파우더,7.0,에코,7.0,코르키,7.0
eaop#KR1,kr,,618 LP,5,14,엘리스,10.0,럼블,8.0,코르키,7.0,멜,6.0,실코,6.0
커피키위#KR1,kr,,618 LP,3,11,일라오이,7.0,럼블,7.0,에코,6.0,케이틀린,6.0,매디,6.0
양팀정글차이오짐#KR1,kr,,618 LP,4,13,엘리스,10.0,르블랑,9.0,이렐리아,8.0,일라오이,8.0,문도 박사,8.0
hyunnu#KR1,kr,,617 LP,1,8,엘리스,8.0,트리스타나,8.0,로리스,8.0,럼블,7.0,암베사,7.0
115만킬로의 필름#OVO,kr,,617 LP,6,13,엘리스,9.0,트리스타나,8.0,누누와 윌럼프,7.0,가렌,6.0,조이,6.0
추워요#KR2,kr,,616 LP,3,13,누누와 윌럼프,12.0,바이,10.0,엘리스,10.0,우르곳,10.0,자이라,8.0
포항항#1973,kr,,616 LP,1,12,에코,7.0,케이틀린,7.0,로리스,7.0,일라오이,7.0,바이,6.0
천화만개#1000,kr,,616 LP,5,11,코르키,9.0,갱플랭크,8.0,렐,8.0,트리스타나,7.0,누누와 윌럼프,7.0
전영주#전영주,kr,,616 LP,5,9,럼블,9.0,코르키,7.0,암베사,7.0,렐,7.0,엘리스,6.0
윤 슈#KR11,kr,,615 LP,5,10,스미치,10.0,에코,9.0,럼블,8.0,레니,8.0,파우더,8.0
LeBronOfTFT#MFP,kr,,615 LP,4,12,스카,8.0,럼블,8.0,에코,7.0,바이,7.0,일라오이,7.0
